id	domaine	fonction	comportement_reference	statut_preuve	date_preuve	sources	portee_reference	responsable_kuro	disposition	milestone	validation_future
F10-001	D10	Biographies et critiques	Textes éditoriaux liés aux objets	documente	2026-09-06	SRC-002;SRC-003	serveur_desktop	integrations	conditionnel	M5	Afficher auteur ou fournisseur et gérer un texte absent
F10-002	D10	Relations musicales	Collaborations et similarités	documente	2026-09-06	SRC-003	serveur_desktop	integrations	conditionnel	M5	Naviguer d’un crédit vers une collaboration identifiée
F10-003	D10	Paroles statiques	Fournisseur ou tags de fichiers	documente	2026-09-06	SRC-215	serveur_desktop	integrations	conditionnel	M5	Afficher les paroles disponibles et leur provenance
F10-004	D10	Paroles synchronisées	Texte aligné avec lecture	documente	2026-09-06	SRC-215	serveur_desktop	integrations	conditionnel	M5	Comparer horodatage des lignes et position sonore
F10-005	D10	Discover	Sélection rafraîchissable	documente	2026-09-06	SRC-220	serveur_desktop	integrations	conditionnel	M5	Rafraîchir et constater la sélection renvoyée
F10-006	D10	Daily Picks	Sélection quotidienne par profil	documente	2026-09-06	SRC-220;SRC-221	serveur_desktop	integrations	conditionnel	M5	Comparer deux profils éligibles puis le renouvellement quotidien
F10-007	D10	Listen Later	Liste dédiée artistes, albums, pistes	documente	2026-09-06	SRC-222	serveur_desktop	integrations	conditionnel	M5	Ajouter un objet et le retrouver dans la liste dédiée
F10-008	D10	Suivi Listen Later	Séparation écouté et non écouté	documente	2026-09-06	SRC-222	serveur_desktop	integrations	conditionnel	M5	Lire un objet et vérifier son changement d’état
F10-009	D10	Roon Radio	Suite algorithmique et amorce musicale	documente	2026-09-06	SRC-223	serveur_desktop	integrations	conditionnel	M5	Terminer la file et observer la suite depuis une amorce connue
F10-010	D10	Réglages Radio	Votes, limite bibliothèque, explicite	documente	2026-09-06	SRC-223	serveur_desktop	integrations	conditionnel	M5	Changer un réglage puis comparer les pistes proposées
F11-001	D11	TIDAL	Compte, catalogue, qualité, favoris	documente	2026-09-06	SRC-226	serveur_desktop	integrations	conditionnel	M5	Vérifier accès territorial et lecture avec un compte autorisé
F11-002	D11	Qobuz	Compte, catalogue et favoris	documente	2026-09-06	SRC-227	serveur_desktop	integrations	conditionnel	M5	Comparer favoris du service et bibliothèque après synchronisation
F11-003	D11	KKBOX	Catalogue et langue configurables	documente	2026-09-06	SRC-228	serveur_desktop	integrations	conditionnel	M5	Vérifier territoire, langue et lecture disponible
F11-004	D11	nugs	Concerts avec restrictions propres	documente	2026-09-06	SRC-136	serveur_desktop	integrations	conditionnel	M5	Vérifier recherche complète et limites bibliothèque, vidéo et Radio
F11-005	D11	Préférences streaming	Fournisseur et édition préférés	contradictoire	2026-09-06	SRC-233;SRC-223	serveur_desktop	integrations	conditionnel	M5	Observer le choix de version hors bibliothèque
F11-006	D11	Synchronisation de playlists	Bidirectionnel selon documentation récente	contradictoire	2026-09-06	SRC-015;SRC-206	serveur_desktop	integrations	conditionnel	M5	Tester modification aller-retour et effets de suppression
F11-007	D11	Matching de playlists	Correspondances et titres introuvables	contradictoire	2026-09-06	SRC-206;SRC-136	serveur_desktop	integrations	conditionnel	M5	Comparer fichiers locaux, références distantes et rapport d’échecs
F11-008	D11	Live Radio	Annuaire et stations enregistrées	documente	2026-09-06	SRC-224	serveur_desktop	integrations	conditionnel	M5	Retrouver une station par genre, lieu et langue
F11-009	D11	Stations personnalisées	URL et flux préféré	documente	2026-09-06	SRC-224	serveur_desktop	integrations	conditionnel	M5	Enregistrer une URL de test et vérifier le flux sélectionné
F11-010	D11	Scrobbling	Last.fm et ListenBrainz par profil	documente	2026-09-06	SRC-225	serveur_desktop	integrations	conditionnel	M5	Vérifier envoi au compte choisi et option radio désactivée
F11-011	D11	API d’extensions	Découverte, autorisation, browse, transport	documente	2026-09-06	SRC-132	serveur_desktop	integrations	conditionnel	M5	Autoriser puis révoquer une extension de test
F11-012	D11	Partage	Image locale et liens sociaux historiques	historique	2026-09-06	SRC-020	serveur_desktop	integrations	conditionnel	M5	Vérifier les destinations actuelles avant connexion
F12-001	D12	Sauvegarde immédiate	Base sauvegardée hors médias	documente	2026-09-06	SRC-008;SRC-013	serveur_desktop	exploitation	socle	M1	Sauvegarder puis vérifier playlists, réglages et absence de médias copiés
F12-002	D12	Sauvegarde planifiée	Planning et sauvegardes incrémentales	documente	2026-09-06	SRC-008;SRC-013	serveur_desktop	exploitation	retenu_provisoire	M2	Attendre deux sauvegardes et restaurer chacune
F12-003	D12	Restauration	Base remplacée depuis sauvegarde	documente	2026-09-06	SRC-014	serveur_desktop	exploitation	socle	M1	Restaurer en isolation puis comparer données et lecture
F12-004	D12	Journaux de diagnostic	Logs serveur et transport accessibles	documente	2026-09-06	SRC-134	serveur_desktop	exploitation	socle	M1	Reproduire une erreur et retrouver un diagnostic daté sans secret
F12-005	D12	Raccourcis desktop	Navigation, sélection et lecture	documente	2026-09-06	SRC-011	serveur_desktop	exploitation	socle	M1	Exécuter les parcours essentiels au clavier sur Linux
F12-006	D12	Infobulles	Libellés au survol activables	documente	2026-09-06	SRC-012	serveur_desktop	exploitation	retenu_provisoire	M2	Activer puis masquer les infobulles
F12-007	D12	Now Playing	Vue plein écran et retour courant	documente	2026-09-06	SRC-218	serveur_desktop	exploitation	socle	M1	Quitter la position courante puis y revenir
F12-008	D12	Persistance M1	Contrat kuro, Roon crash non prouvé	exigence_kuro	2026-09-06	INT-P1	serveur_desktop	exploitation	socle	M1	Redémarrer puis comparer bibliothèque, playlists, file et réglages
F12-009	D12	Bibliothèque cible	20 000 albums et environ 3 To	exigence_kuro	2026-09-06	INT-P1	serveur_desktop	exploitation	socle	M1	Mesurer import, navigation, recherche et lecture à l’échelle cible
F12-010	D12	Accessibilité desktop	Roon non établi dans ce corpus	a_observer	2026-09-06	INT-P1	serveur_desktop	exploitation	proposition	M1	Évaluer clavier, focus visible, lisibilité et lecteur d’écran
F12-011	D12	Reprise après incident	Garanties Roon non observées	a_observer	2026-09-06	INT-P1	serveur_desktop	exploitation	proposition	M1	Interrompre import ou lecture puis comparer état et diagnostics
F12-012	D12	Touches média et bureau	Intégration Linux non prouvée par Roon	proposition_kuro	2026-09-06	INT-P1	kuro	desktop	proposition	M1	Vérifier les touches média, notifications et fermeture de fenêtre
F12-013	D12	Interruptions audio	Erreur affichée après interruptions répétées	documente	2026-09-06	SRC-024	serveur_desktop	serveur_lecture	retenu_provisoire	M1	Retarder la source puis vérifier erreur visible et état de lecture
F13-001	D13	Usage sans Internet	Exigence locale kuro confirmée	exigence_kuro	2026-09-06	INT-P1	kuro	exploitation	socle	M1	Couper Internet et réaliser navigation, recherche et lecture locales
F13-002	D13	Sources intactes	Aucune modification des médias requise	exigence_kuro	2026-09-06	INT-P1	kuro	exploitation	socle	M1	Comparer les empreintes avant import, lecture et restauration
F13-003	D13	NAS absent	Absence distincte d’une suppression	exigence_kuro	2026-09-06	INT-P1	kuro	exploitation	socle	M1	Déconnecter le NAS puis vérifier identités, playlists et retour des fichiers
F13-004	D13	Protection des secrets	Contrat kuro à définir	proposition_kuro	2026-09-06	INT-P1	kuro	exploitation	proposition	M1	Vérifier que diagnostics et exports ne révèlent aucun identifiant secret
F13-005	D13	Accès des contrôleurs	Autorisation réseau à définir	proposition_kuro	2026-09-06	INT-P1	kuro	exploitation	proposition	M4	Refuser un contrôleur non autorisé puis révoquer un accès
F14-001	D14	Licence du projet	Open source prévu, licence ouverte	exigence_kuro	2026-09-06	INT-P1	kuro	projet	socle	M1	Consigner la licence approuvée et vérifier les notices de distribution
F14-002	D14	Construction reproductible	Procédure publique à proposer	proposition_kuro	2026-09-06	INT-P1	kuro	projet	proposition	M1	Reconstruire depuis un environnement propre avec versions documentées
F14-003	D14	Droits des données fournisseurs	Autorisation des données externes à établir	proposition_kuro	2026-09-06	INT-P1	kuro	projet	conditionnel	M5	Documenter les droits de chaque fournisseur retenu
F14-004	D14	Licences des dépendances	Examen avant toute distribution kuro	proposition_kuro	2026-09-06	INT-P1	kuro	projet	proposition	M1	Vérifier licences du moteur, décodeurs et interface retenus
F15-001	D15	Client ARC distant	Consultation, lecture et éditions liées	documente	2026-09-06	SRC-230	mobile_futur	mobile	reporte	M7	Comparer données mobile et serveur sur un parcours distant
F15-002	D15	Téléchargements locaux	Fichiers locaux seuls hors ligne	documente	2026-09-06	SRC-231	mobile_futur	mobile	reporte	M7	Télécharger puis lire sans réseau et vérifier les exclusions streaming
F15-003	D15	Smart Downloads	Quota, rotation et conservation	documente	2026-09-06	SRC-232	mobile_futur	mobile	reporte	M7	Saturer un quota de test et constater la rotation des fichiers
